ID,Título,Región,Categoría,Subcategoría,Fecha,Contenido,Contenido_Completo,Tipo_Fuente,Sección_Fuente,URL_Fuente,Longitud,Palabras,Oraciones,Legibilidad,Densidad_Semántica,Riqueza_Informacional,Score_Calidad,Keywords,Entidades,Temas,Tiene_HTML,Completo,Relevante,Grupo_Duplicado,Hash_Contenido,Timestamp_Procesamiento
news_edicion_valle_9873ffda,Edición 53 - Valle,Valle,comunicacion,ediciones_valle,6 Dic 2023,Edición 53 - Valle. En esta edición puedes encontrar:Transición energética y eso qué es?Así se pone un techo solar en la casaCelsia pone a estrenar mobiliario escolar en Pradera,Edición 53 - Valle. En esta edición puedes encontrar:Transición energética y eso qué es?Así se pone un techo solar en la casaCelsia pone a estrenar mobiliario escolar en Pradera,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2023/12/NOTICIAS-CELSIA-VALLE-NOVIEMBRE-DICIEMBRE.pdf,183,29,2,0.5,1.0,0.508,0.821,"encontrar, transicio, valle, edición, celsia, puedes, edicio, solar","valle, pradera, celsia",energia_renovable,False,True,True,,aa3fc27717eb,2025-10-15T22:36:56.907749
news_edicion_valle_ee57c137,Edición 52 - Valle,Valle,comunicacion,ediciones_valle,11 Sep 2023,Edición 52 - Valle. En esta edición puedes encontrar: Creemos en Buenaventura!Se vino El Niño y nosotros estamos listos!Te enseñamos a comprar como un experto en energía.,Edición 52 - Valle. En esta edición puedes encontrar: Creemos en Buenaventura!Se vino El Niño y nosotros estamos listos!Te enseñamos a comprar como un experto en energía.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2023/09/Noticias-Celsia-Valle-Septiembre-–-Octubre-2023.pdf,175,27,4,0.5,1.0,0.544,0.796,"encontrar, creemos, valle, edición, buenaventura, puedes, edicio","valle, buenaventura",,False,True,True,,be6095352894,2025-10-15T22:36:56.908620
news_edicion_valle_bfb01493,Edición 51 - Valle,Valle,comunicacion,ediciones_valle,9 Jun 2023,Edición 51 - Valle. En esta edición puedes encontrar: Qué va a pasar con el precio de la generación durante El Niño? A los clientes de Celsia no los afectará significativamente. Conoce por qué....,"Edición 51 - Valle. En esta edición puedes encontrar: Qué va a pasar con el precio de la generación durante El Niño? A los clientes de Celsia no los afectará significativamente. Conoce por qué. Notaste que cambio la factura de energía? Te la explicamos.Que no te echen cuentos, conoce datos que debes saber del sector eléctrico.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2023/06/Noticias-Celsia-Valle-junio-julio-2023.pdf,337,56,7,0.5,1.0,0.623,0.891,"puedes, encontrar, valle, edición, factura, celsia, conoce, edicio, cliente","valle, celsia","facturacion_tarifas, servicio_cliente",False,True,True,,724a4523cca0,2025-10-15T22:36:56.909879
news_edicion_valle_8005ec70,Edición 50 -  Valle,Valle,comunicacion,ediciones_valle,24 Mar 2023,Edición 50 - Valle. En esta edición puedes encontrar: A estrenar nueva factura! Más fácil de leer y ecológica.Pasión por el medio ambiente: CVC5 claves para entender la tarifa de energía,Edición 50 - Valle. En esta edición puedes encontrar: A estrenar nueva factura! Más fácil de leer y ecológica.Pasión por el medio ambiente: CVC5 claves para entender la tarifa de energía,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2023/03/Noticias-Celsia-Valle-febrero-marzo-2023-BAJA.pdf,193,31,3,0.5,1.0,0.573,0.833,"estrenar, encontrar, tarifa, valle, edición, factura, puedes, edicio",valle,"facturacion_tarifas, responsabilidad_social",False,True,True,,57a3b13f13f8,2025-10-15T22:36:56.910490
news_edicion_valle_af99060a,Edición 49 - Valle,Valle,comunicacion,ediciones_valle,21 Nov 2022,"Edición 49 - Valle. En esta edición puedes encontrar: No coma cuento! Verdades y mentiras sobre el servicio de energía.IMirá ve, aquí somos líderes en energías limpias y renovables. Con la reba...","Edición 49 - Valle. En esta edición puedes encontrar: No coma cuento! Verdades y mentiras sobre el servicio de energía.IMirá ve, aquí somos líderes en energías limpias y renovables. Con la rebaja de la tarifa de energía, siento un fresquito . Tu nevera. Únete tú para que baje más.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2022/11/Noticias-Celsia-Valle-noviembre-diciembre-2022.pdf,292,49,7,0.5,1.0,0.592,0.884,"energi, encontrar, servicio, renovable, tarifa, valle, edición, puedes, edicio",valle,"energia_renovable, servicio_cliente, facturacion_tarifas",False,True,True,,1ad28d8d4680,2025-10-15T22:36:56.911434
news_edicion_valle_ebfa69d8,Edición 48 - Valle,Valle,comunicacion,ediciones_valle,3 Ago 2022,Edición 48 - Valle. En esta edición puedes encontrar:5 cosas que no sabías de la energía limpiaIdeas para conversar con persona que tienen opiniones diferentes Te ayudarán! Seis historias de gent...,Edición 48 - Valle. En esta edición puedes encontrar:5 cosas que no sabías de la energía limpiaIdeas para conversar con persona que tienen opiniones diferentes Te ayudarán! Seis historias de gente que nos inspira con su buena energía!,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2022/08/Noticias-Celsia-Valle-julio-agosto-2022.pdf,240,38,3,0.5,1.0,0.548,0.854,"energi, encontrar, valle, edición, puedes, edicio",valle,"servicio_cliente, energia_renovable",False,True,True,,c78c47a2e18f,2025-10-15T22:36:56.912254
news_edicion_valle_59b4e878,Edición 47  - Valle del Cauca,Valle,comunicacion,ediciones_valle,24 May 2022,Edición 47 - Valle del Cauca. En esta edición puedes encontrar: 9 escuelas del Valle y un parque tienen internet gratis de Celsia!5 consejos para que compres sin compliques. Quieres que sembremos un...,Edición 47 - Valle del Cauca. En esta edición puedes encontrar: 9 escuelas del Valle y un parque tienen internet gratis de Celsia!5 consejos para que compres sin compliques. Quieres que sembremos un árbol por ti? Conoce cómo,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2022/05/Noticias-Celsia-Valle-mayo-junio-2022-BAJA.pdf,228,38,4,0.5,1.0,0.605,0.854,"escuelas, encontrar, internet, valle, cauca, edición, celsia, puedes, edicio","valle, cauca, celsia",tecnologia_digital,False,True,True,,cb11a72886b8,2025-10-15T22:36:56.913171
news_edicion_valle_638f2c33,Edición 46 - Valle del Cauca,Valle,comunicacion,ediciones_valle,28 Mar 2022,Edición 46 - Valle del Cauca. En esta edición puedes encontrar:Rediseñamos la factura como te la soñaste. ConócelaCelebramos el Día de la Mujer resaltando una emprendedora del Directorio Naranja...,Edición 46 - Valle del Cauca. En esta edición puedes encontrar:Rediseñamos la factura como te la soñaste. ConócelaCelebramos el Día de la Mujer resaltando una emprendedora del Directorio Naranja.5 cosas que no sabías de la energía y te sorprenderán.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2022/03/Noticias-Celsia-Valle-marzo-abril-2022.pdf,258,39,4,0.5,1.0,0.569,0.865,"redisen, encontrar, valle, cauca, factura, edición, puedes, edicio","valle, cauca","facturacion_tarifas, infraestructura",False,True,True,,3ff04ada6161,2025-10-15T22:36:56.914220
news_edicion_valle_a5c6f172,Edición 45 - Valle del Cauca,Valle,comunicacion,ediciones_valle,28 Ene 2022,Edición 45 - Valle del Cauca. En esta edición puedes encontrar: Sabes por qué en la factura recibes el cobro del alumbrado público?Sara Catalina Martínez llena de arte las tiendas Celsia.Si tu pr...,"Edición 45 - Valle del Cauca. En esta edición puedes encontrar: Sabes por qué en la factura recibes el cobro del alumbrado público?Sara Catalina Martínez llena de arte las tiendas Celsia.Si tu principal propósito del año es conseguir trabajo, te recomendamos aprovechar los cursos gratuitos que te ofrecemos la ESCUELA NARANJA.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2022/01/Noticias-Celsia-Valle-enero-febrero-2022.pdf,334,51,4,0.5,1.0,0.635,0.892,"encontrar, sabes, valle, cauca, factura, edición, celsia, puedes, edicio","valle, cauca, celsia",facturacion_tarifas,False,True,True,,37cb403fc141,2025-10-15T22:36:56.915383
news_edicion_valle_7be91421,Edición 44 – Valle del Cauca,Valle,comunicacion,ediciones_valle,15 Dic 2021,Edición 44 Valle del Cauca. En esta edición puedes encontrar:Ideas para ahorrar energía en esta Navidad.Te explicamos por qué se cobra el servicio de aseo en tu factura.Tenemos dos súper vehícul...,Edición 44 Valle del Cauca. En esta edición puedes encontrar:Ideas para ahorrar energía en esta Navidad.Te explicamos por qué se cobra el servicio de aseo en tu factura.Tenemos dos súper vehículos para emergencias de energía en las subestaciones .,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/12/CELSIA-VALLE-NOVIEMBRE-2021.pdf,254,39,4,0.5,1.0,0.51,0.857,"energi, encontrar, servicio, valle, cauca, factura, edición, puedes, edicio","valle, cauca","servicio_cliente, facturacion_tarifas",False,True,True,,a9b5b3a6aa94,2025-10-15T22:36:56.916628
news_edicion_valle_2f292d5d,Edición 43 - Valle del Cauca,Valle,comunicacion,ediciones_valle,24 Sep 2021,Edición 43 - Valle del Cauca. En esta edición puedes encontrar:Renovamos las Tiendas Celsia en Jamundí y Buenaventura.Entregamos 681.000 tapabocas para cuidar a nuestros estudiantes. Conoces la res...,"Edición 43 - Valle del Cauca. En esta edición puedes encontrar:Renovamos las Tiendas Celsia en Jamundí y Buenaventura.Entregamos 681.000 tapabocas para cuidar a nuestros estudiantes. Conoces la reserva natural Madhú en El Cerrito?Milady Garcés, nueva presidenta de la Cámara de Comercio de Buenaventura, una embajadora de la confianza y la esperanza.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/09/NOTICIAS-CELSIA-VALLE-SEPTIEMBRE-2021-BAJA.pdf,356,51,6,0.5,1.0,0.667,0.871,"encontrar, valle, renovamos, cauca, edición, buenaventura, celsia, puedes, edicio","valle, cauca, buenaventura, celsia",,False,True,True,,41a388de1f4e,2025-10-15T22:36:56.917272
news_edicion_valle_c23aadea,Edición 42 – Valle del Cauca,Valle,comunicacion,ediciones_valle,14 Jul 2021,Edición 42 Valle del Cauca. En esta edición puedes encontrar: La pandemia me retó y Celsia me tendió la mano .4 ideas para ahorrar energía y platica. Sabes lo que hace el Grupo Éxito por el desa...,Edición 42 Valle del Cauca. En esta edición puedes encontrar: La pandemia me retó y Celsia me tendió la mano .4 ideas para ahorrar energía y platica. Sabes lo que hace el Grupo Éxito por el desarrollo del país y del Valle?Cuando lo barato te sale caro,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/07/Noticias-Celsia-Valle-Ed.-42-Julio-2021-_-Web.pdf,258,47,4,0.5,1.0,0.58,0.866,"encontrar, valle, cauca, edición, celsia, puedes, edicio, pandemia","valle, cauca, celsia",responsabilidad_social,False,True,True,,0daa3fb5532b,2025-10-15T22:36:56.918137
news_edicion_valle_c49ff5da,Edición 41- Valle del Cauca,Valle,comunicacion,ediciones_valle,4 May 2021,"Edición 41- Valle del Cauca. Edición 41- Valle del CaucaHistoria: Para Rosario, la energía es lo suyo. Mujeres electricistas? Sí es posible. Modernos y confiables! Llegaron los nuevos medidores Ce...","Edición 41- Valle del Cauca. Edición 41- Valle del CaucaHistoria: Para Rosario, la energía es lo suyo. Mujeres electricistas? Sí es posible. Modernos y confiables! Llegaron los nuevos medidores Celsia.Empresas que echan pa delante.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/NOTICIAS-CELSIA-VALLE-MAYO_2021.pdf,235,34,7,0.5,1.0,0.587,0.855,"rosario, energi, medidor, valle, caucahistoria, cauca, edición, celsia, edicio","valle, cauca, celsia",infraestructura,False,True,True,,dba78f5cc256,2025-10-15T22:36:56.918756
news_edicion_valle_95579732,Edición 40 - Valle del Cauca,Valle,comunicacion,ediciones_valle,15 Dic 2020,"Edición 40 - Valle del Cauca. Edición 40 Valle del CaucaGranjas que le sacan jugo al sol.Celsianos, descubre quiénes son y cuántos hay hoy en el Valle del Cauca.Don Eladio y Doña Bolivia ya tiene...","Edición 40 - Valle del Cauca. Edición 40 Valle del CaucaGranjas que le sacan jugo al sol.Celsianos, descubre quiénes son y cuántos hay hoy en el Valle del Cauca.Don Eladio y Doña Bolivia ya tienen casa!Aprovecha estos descuentos de fin de año.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/NOTICIAS_CELSIA_VALLE_DICIEMBRE_2020.pdf,249,42,5,0.5,1.0,0.562,0.835,"celsianos, sacan, caucagranjas, valle, cauca, edición, celsia, edicio","valle, cauca, celsia",,False,True,True,,6c925bba062e,2025-10-15T22:36:56.920069
news_edicion_valle_18a8deeb,Edición 39 - Valle del Cauca,Valle,comunicacion,ediciones_valle,4 Nov 2020,Edición 39 - Valle del Cauca. Edición 39 Valle del CaucaEn la pandemia le cogieron confianza al internet.Nuevas granjas solares le ayudan al medio ambiente. Por qué hay cortes de energía?Ya puedes...,Edición 39 - Valle del Cauca. Edición 39 Valle del CaucaEn la pandemia le cogieron confianza al internet.Nuevas granjas solares le ayudan al medio ambiente. Por qué hay cortes de energía?Ya puedes comprar lo que sueñas en la Tienda Celsia.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/NOTICIAS_CELSIA_VALLE_NOVIEMBRE_2020-1.pdf,244,40,5,0.5,1.0,0.554,0.856,"cogieron, internet, valle, caucaen, cauca, edición, celsia, edicio, solar, pandemia","valle, cauca, celsia","servicio_cliente, tecnologia_digital, responsabilidad_social",False,True,True,,8924617fa421,2025-10-15T22:36:56.920859
news_edicion_valle_658ffe11,Edición 38 - Valle del Cauca,Valle,comunicacion,ediciones_valle,31 Ago 2020,Edición 38 - Valle del Cauca. Edición 38 Valle del CaucaConoce qué hizo Doña Ángela Páez cuando le chuzaron la energía.Ya llegan los carros eléctricos. Te animas?. Te presentamos una nueva emp...,"Edición 38 - Valle del Cauca. Edición 38 Valle del CaucaConoce qué hizo Doña Ángela Páez cuando le chuzaron la energía.Ya llegan los carros eléctricos. Te animas?. Te presentamos una nueva empresa.Descubre cuáles son los más buscados por gastones, por si los conoces.La tarifa de energía está congelada desde marzo y hasta diciembre.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Noticias_Celsia_Valle_septiembre_2020.pdf,345,53,7,0.5,1.0,0.632,0.892,"energi, ngela, tarifa, valle, cauca, edición, edicio, caucaconoce","valle, cauca",facturacion_tarifas,False,True,True,,3f82de7e4ccc,2025-10-15T22:36:56.921407
news_edicion_valle_3d8e54a6,Edición 37 - Valle del Cauca,Valle,comunicacion,ediciones_valle,18 Jun 2020,Edición 37 - Valle del Cauca. Edición 37 Valle del CaucaTe mostramos cómo corroborar que la tarifa está congelada.Conoce los protocolos de atención en los centros de servicio. No paramos! garanti...,Edición 37 - Valle del Cauca. Edición 37 Valle del CaucaTe mostramos cómo corroborar que la tarifa está congelada.Conoce los protocolos de atención en los centros de servicio. No paramos! garantizamos la calidad del servicio a nuestros clientes.La solidaridad nuestra mejor energía.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/NOTICIAS_DE_LA_LUZ_VALLE_JUNIO_2020.pdf,288,42,6,0.5,1.0,0.559,0.879,"caucate, cali, servicio, corroborar, tarifa, valle, mostramos, cauca, edición, edicio","cali, valle, cauca","servicio_cliente, facturacion_tarifas",False,True,True,,991f4859fce1,2025-10-15T22:36:56.996911
news_edicion_valle_5c268308,Edición 36 - Valle del Cauca,Valle,comunicacion,ediciones_valle,11 Mar 2020,Edición 36 - Valle del Cauca. Edición 36 Valle del CaucaLes llevamos la energía a 270 familias de zonas apartadas. Se te fue la luz? reportános el daño para atenderlo oportunamente.Cámaras para ...,"Edición 36 - Valle del Cauca. Edición 36 Valle del CaucaLes llevamos la energía a 270 familias de zonas apartadas. Se te fue la luz? reportános el daño para atenderlo oportunamente.Cámaras para cuidar tu hogar, a tu alcance.Conoce un método fácil para que aprendas a ahorrar.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Ed._36_Noticias_de_la_Luz_Valle.pdf,283,46,6,0.5,1.0,0.571,0.853,"caucales, llevamos, energi, valle, cauca, edición, edicio","valle, cauca",,False,True,True,,e4e252e07c89,2025-10-15T22:36:56.997801
news_edicion_valle_261c7784,Edición 35,Valle,comunicacion,ediciones_valle,20 Ago 2019,"Edición 35. En esta edición puedes encontrar:Tarifa de energía tendrá cambios, conócelos.Avanzamos en #MovilidadSostenible.A la hora de elevar una cometa, ten en cuenta ReverdeC llega a los 3 mil...","Edición 35. En esta edición puedes encontrar:Tarifa de energía tendrá cambios, conócelos.Avanzamos en #MovilidadSostenible.A la hora de elevar una cometa, ten en cuenta ReverdeC llega a los 3 millones de árboles.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Ed.-35-Noticias-de-la-Luz-agosto-2019.pdf,218,31,4,0.5,1.0,0.52,0.816,"energi, encontrar, tarifa, edición, puedes, edicio",,"energia_renovable, facturacion_tarifas",False,True,True,,af09b92206d2,2025-10-15T22:36:56.998502
news_edicion_valle_3bc5926c,Edición 34,Valle,comunicacion,ediciones_valle,22 Abr 2019,Edición 34. En esta edición puedes encontrar:Homenaje al artista vallecaucano José Horacio Martínez.Así puedes reducir el consumo de energía en tu hogar.Te ayudamos a escoger el regalo para el d...,Edición 34. En esta edición puedes encontrar:Homenaje al artista vallecaucano José Horacio Martínez.Así puedes reducir el consumo de energía en tu hogar.Te ayudamos a escoger el regalo para el día de la madre.Convertimos los impuestos en obras.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Noticias-de-la-Luz-abril-2019-1.pdf,251,37,5,0.5,1.0,0.518,0.856,"encontrar, valle, cauca, edición, homenaje, puedes, edicio","valle, cauca","servicio_cliente, infraestructura",False,True,True,,a455f48e4003,2025-10-15T22:36:56.999270
news_edicion_valle_ca12833f,Edición 33,Valle,comunicacion,ediciones_valle,17 Ene 2019,"Edición 33. En esta edición puedes encontrar:Conoce los 12 deseos de Celsia para el 2019.ABC sobre la tarifa de energía, los subsidios y otros tips que debes conocer.Empieza el 2019 renovando tus e...","Edición 33. En esta edición puedes encontrar:Conoce los 12 deseos de Celsia para el 2019.ABC sobre la tarifa de energía, los subsidios y otros tips que debes conocer.Empieza el 2019 renovando tus electrodomésticos, financiamos tus sueños.Lo que debes saber sobre instalar un techo solar.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Noticias-de-la-Luz-enero-2019-Ed.-33.pdf,292,44,5,0.5,1.0,0.572,0.882,"debes, edicio, tarifa, edición, celsia, puedes, sobre, solar",celsia,"facturacion_tarifas, energia_renovable",False,True,True,,0a6f6b93b553,2025-10-15T22:36:57.000166
news_edicion_valle_e55fb1f3,Edición 32,Valle,comunicacion,ediciones_valle,1 Nov 2018,"Edición 32. En esta edición puedes encontrar:VIVE, la línea de iluminación LED que Celsia trae para ti.Celsia y Epsa ya tienen tienda virtual.La movilidad eléctrica se mueve en el Valle del Cauca...","Edición 32. En esta edición puedes encontrar:VIVE, la línea de iluminación LED que Celsia trae para ti.Celsia y Epsa ya tienen tienda virtual.La movilidad eléctrica se mueve en el Valle del Cauca.10 tips sobre el techo solar de El Dorado.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Ed.-32-Noticias-de-la-Luz-_-noviembre-2018.pdf,243,40,5,0.5,1.0,0.601,0.861,"encontrar, valle, epsa, cauca, edición, celsia, puedes, edicio, solar, iluminacio","valle, cauca, epsa, celsia","tecnologia_digital, energia_renovable",False,True,True,,496e38030f9f,2025-10-15T22:36:57.000722
news_edicion_valle_51c91421,Edición 31,Valle,comunicacion,ediciones_valle,23 May 2018,"Edición 31. En esta edición puedes encontrar:Nuevos negocios, nuevos clientes.Vuela de manera segura tu cometa, elije cuidarte.Niños de Suárez buscan meterle un golazo a la vida.Así trabajamos pa...","Edición 31. En esta edición puedes encontrar:Nuevos negocios, nuevos clientes.Vuela de manera segura tu cometa, elije cuidarte.Niños de Suárez buscan meterle un golazo a la vida.Así trabajamos para mejorar el servicio a nuestros clientes.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/Noticias-de-la-Luz-Ed_31.pdf,243,34,5,0.5,1.0,0.522,0.829,"clientes, servicio, edición, nuevos, puedes, edicio, cliente",,servicio_cliente,False,True,True,,07183294b04c,2025-10-15T22:36:57.001375
news_edicion_valle_133ace03,Edición 30,Valle,comunicacion,ediciones_valle,23 May 2018,"Edición 30. En esta edición puedes encontrar:Una sonrisa, la mejor recompensaNova, el centro de control de tu empresa de energía Te sorprenderá!Empresas que revolucionan la generación solar en Co...","Edición 30. En esta edición puedes encontrar:Una sonrisa, la mejor recompensaNova, el centro de control de tu empresa de energía Te sorprenderá!Empresas que revolucionan la generación solar en ColombiaProductos eficientes y asesoría energética para los hogares",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/NoticiasdelaLuz30.pdf,267,36,2,0.5,1.0,0.551,0.844,"encontrar, sonrisa, edición, puedes, edicio, solar",,energia_renovable,False,True,True,,09221eb8a62a,2025-10-15T22:36:57.002187
news_edicion_valle_95911077,Edición 29,Valle,comunicacion,ediciones_valle,18 Dic 2017,Edición 29. En esta edición puedes encontrar:Tenemos 600.000 motivos para celebrar.Encendimos la alegría en Anchicayá con proyecto de electrificación.Inauguramos el primer piso solar de Colombia....,Edición 29. En esta edición puedes encontrar:Tenemos 600.000 motivos para celebrar.Encendimos la alegría en Anchicayá con proyecto de electrificación.Inauguramos el primer piso solar de Colombia.Ahorra energía y cuidate en estas fiestas decembrinas.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-29-final-web-1.pdf,255,32,6,0.5,1.0,0.577,0.84,"tenemos, encontrar, edición, puedes, edicio, solar",,energia_renovable,False,True,True,,c2f232d51552,2025-10-15T22:36:57.002805
news_edicion_valle_0b3fd6e5,Edición 28,Valle,comunicacion,ediciones_valle,18 Oct 2017,Edición 28. En esta edición puedes encontrar:Sembramos 1 millón de árboles con ReverdeC.Renovamos la factura para hacerle la vida más fácil a nuestros clientes.El Valle tiene la primera granja s...,Edición 28. En esta edición puedes encontrar:Sembramos 1 millón de árboles con ReverdeC.Renovamos la factura para hacerle la vida más fácil a nuestros clientes.El Valle tiene la primera granja solar de Colombia.Conoce el cachorro ocelote avistado en Anchicayá.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticia-luz-28-celsia.pdf,267,38,5,0.5,1.0,0.575,0.87,"encontrar, sembramos, valle, edición, factura, puedes, edicio, solar, cliente",valle,"energia_renovable, servicio_cliente, facturacion_tarifas",False,True,True,,e633e4fdb61b,2025-10-15T22:36:57.003530
news_edicion_valle_63473594,Edición 27,Valle,comunicacion,ediciones_valle,1 Jun 2017,"Edición 27. En esta edición puedes encontrar:Conoce el nuevo portafolio de productos para los hogares.Entregamos kits escolares en Colombia.Salvajina, su prioridad es contribuir con la regulación d...","Edición 27. En esta edición puedes encontrar:Conoce el nuevo portafolio de productos para los hogares.Entregamos kits escolares en Colombia.Salvajina, su prioridad es contribuir con la regulación del río Cauca.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/web-noticias-de-la-luz-edicion-No-27-julio.pdf,214,29,4,0.5,1.0,0.547,0.816,"conoce, encontrar, edición, cauca, puedes, edicio",cauca,,False,True,True,,4cf636786eeb,2025-10-15T22:36:57.004237
news_edicion_valle_dbf6b17c,Edición 26,Valle,comunicacion,ediciones_valle,27 Feb 2017,Edición 26. En esta edición puedes encontrar:50 años del embalse y la central hidroeléctrica de Calima.ReverdeC superó la meta de árboles sembrados en 2016.Epsa cuenta con un nuevo cliente: el p...,Edición 26. En esta edición puedes encontrar:50 años del embalse y la central hidroeléctrica de Calima.ReverdeC superó la meta de árboles sembrados en 2016.Epsa cuenta con un nuevo cliente: el principal aeropuerto del país.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/web-noticias-de-la-luz-edicion-No-26-febrero.pdf,230,34,4,0.5,1.0,0.536,0.848,"central, encontrar, embalse, cali, epsa, edición, puedes, edicio, cliente","cali, epsa","servicio_cliente, infraestructura, energia_renovable",False,True,True,,fbb21ddf573c,2025-10-15T22:36:57.004810
news_edicion_valle_b69f066d,Edición 25,Valle,comunicacion,ediciones_valle,9 Sep 2016,Edición 25. En esta edición puedes encontrar:Un millón de árboles para el Valle del Cauca Ranas venenosas con beneficios para la salud están en amenaza.Llegaron a Colombia las bicicletas eléctri...,Edición 25. En esta edición puedes encontrar:Un millón de árboles para el Valle del Cauca Ranas venenosas con beneficios para la salud están en amenaza.Llegaron a Colombia las bicicletas eléctricas.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-25-epsa.pdf,204,30,3,0.5,1.0,0.552,0.811,"millo, encontrar, valle, cauca, edición, puedes, edicio","valle, cauca",,False,True,True,,fa0d27bfef56,2025-10-15T22:36:57.005288
news_edicion_valle_f40d636a,Edición 24,Valle,comunicacion,ediciones_valle,2 Ago 2016,Edición 24. En esta edición puedes encontrar:Pumas regresan a zona reforestada por Epsa.Nuevos servicios de Epsa para sus clientes.Conoce los molinos de viento modernos.,Edición 24. En esta edición puedes encontrar:Pumas regresan a zona reforestada por Epsa.Nuevos servicios de Epsa para sus clientes.Conoce los molinos de viento modernos.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-24-epsa.pdf,171,24,4,0.5,1.0,0.513,0.816,"encontrar, servicio, epsa, edición, pumas, puedes, edicio, cliente",epsa,servicio_cliente,False,True,True,,ea25563e25d1,2025-10-15T22:36:57.005939
news_edicion_valle_0c60aa4a,Edición 23,Valle,comunicacion,ediciones_valle,2 Feb 2016,Edición 23. En esta edición puedes encontrar:EPSA se ganó seis licitaciones del Plan5Caribe.Escuela indígena se ilumina con el sol.Estudiantes pasan de escuchar la palabra internet a conocerla de ...,Edición 23. En esta edición puedes encontrar:EPSA se ganó seis licitaciones del Plan5Caribe.Escuela indígena se ilumina con el sol.Estudiantes pasan de escuchar la palabra internet a conocerla de verdad.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-23-epsa.pdf,207,29,4,0.5,1.0,0.515,0.834,"encontrar, internet, epsa, edición, licitaciones, puedes, edicio",epsa,tecnologia_digital,False,True,True,,a7ddd9ccf878,2025-10-15T22:36:57.006601
news_edicion_valle_92ca516b,Edición 22,Valle,comunicacion,ediciones_valle,2 Nov 2015,"Edición 22. En esta edición puedes encontrar:Ahora CETSA, EPSA y CELSIA Somos energía en Acción!.Concurso: Demuestra que tan conectado estás.EPSA entre las mejores.","Edición 22. En esta edición puedes encontrar:Ahora CETSA, EPSA y CELSIA Somos energía en Acción!.Concurso: Demuestra que tan conectado estás.EPSA entre las mejores.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-22-epsa.pdf,169,23,4,0.5,1.0,0.561,0.795,"encontrar, ahora, epsa, edición, celsia, puedes, edicio","epsa, cetsa, celsia",,False,True,True,,1fd4b227702f,2025-10-15T22:36:57.007226
news_edicion_valle_4996f145,Edición 21,Valle,comunicacion,ediciones_valle,2 Jun 2015,Edición 21. En esta edición puedes encontrar:EPSA está lista para iniciar construcción de la segunda línea de energía para Buenaventura.EPSA entrega kits escolares a niños de zonas vulnerables....,Edición 21. En esta edición puedes encontrar:EPSA está lista para iniciar construcción de la segunda línea de energía para Buenaventura.EPSA entrega kits escolares a niños de zonas vulnerables.Conoce el potencial turístico de Calima-El Darién.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-21-epsa.pdf,252,34,4,0.5,1.0,0.529,0.833,"lista, encontrar, cali, epsa, edición, buenaventura, puedes, edicio","cali, buenaventura, epsa",,False,True,True,,3547adcb4139,2025-10-15T22:36:57.008120
