ID,Título,Región,Categoría,Subcategoría,Fecha,Contenido,Contenido_Completo,Tipo_Fuente,Sección_Fuente,URL_Fuente,Longitud,Palabras,Oraciones,Legibilidad,Densidad_Semántica,Riqueza_Informacional,Score_Calidad,Keywords,Entidades,Temas,Tiene_HTML,Completo,Relevante,Grupo_Duplicado,Hash_Contenido,Timestamp_Procesamiento
news_edicion_valle_2e5373e2,Edición 20,Valle,comunicacion,ediciones_valle,2 Ene 2015,Edición 20. En esta edición puedes encontrar:Balance Fundación EPSA.No todos los cobros de la factura son por energía.Familias indígenas son beneficiadas con proyecto de electrificación.,Edición 20. En esta edición puedes encontrar:Balance Fundación EPSA.No todos los cobros de la factura son por energía.Familias indígenas son beneficiadas con proyecto de electrificación.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-20-epsa.pdf,192,25,4,0.5,1.0,0.511,0.826,"balance, encontrar, epsa, edición, factura, puedes, edicio",epsa,facturacion_tarifas,False,True,True,,368667f31729,2025-10-15T22:36:57.009186
news_edicion_valle_21b7dbe5,Edición 19,Valle,comunicacion,ediciones_valle,2 Nov 2014,"Edición 19. En esta edición puedes encontrar:EPSA y CETSA encendieron el espíritu de Navidad y la alegría de miles de familias.Anchicayá, 40 años de un sueño hecho realidad.Se invertirán $2.00...","Edición 19. En esta edición puedes encontrar:EPSA y CETSA encendieron el espíritu de Navidad y la alegría de miles de familias.Anchicayá, 40 años de un sueño hecho realidad.Se invertirán $2.000 millones en protección de Parques Nacionales Naturales.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-19-epsa.pdf,258,37,5,0.5,1.0,0.619,0.845,"encontrar, epsa, edición, cetsa, puedes, edicio","epsa, cetsa",,False,True,True,,0e09c9b7f937,2025-10-15T22:36:57.009975
news_edicion_valle_0ab669fb,Edición 18,Valle,comunicacion,ediciones_valle,7 May 2014,"Edición 18. En esta edición puedes encontrar:Nima I, una de las hidroeléctricas más antiguas de Colombia.Fundación EPSA, 15 años de historia y compromiso social.electricidad y la seguridad de tu...","Edición 18. En esta edición puedes encontrar:Nima I, una de las hidroeléctricas más antiguas de Colombia.Fundación EPSA, 15 años de historia y compromiso social.electricidad y la seguridad de tu familia no son un juego, previene accidentes.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-18-epsa.pdf,246,36,4,0.5,1.0,0.554,0.857,"encontrar, epsa, edición, puedes, edicio, hidroele",epsa,responsabilidad_social,False,True,True,,969947ccd1f7,2025-10-15T22:36:57.082373
news_edicion_valle_f967978d,Edición 17,Valle,comunicacion,ediciones_valle,2 Abr 2014,Edición 17. En esta edición puedes encontrar:Calidad en el servicio: un compromiso con los clientes.Más hogares en Buenaventura cuentan con un servicio de energía segura.Protegemos la palma de cer...,"Edición 17. En esta edición puedes encontrar:Calidad en el servicio: un compromiso con los clientes.Más hogares en Buenaventura cuentan con un servicio de energía segura.Protegemos la palma de cera en el Tolima, especie en vía de extinción.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-17-epsa.pdf,246,37,4,0.5,1.0,0.487,0.851,"tolima, encontrar, servicio, cali, edición, buenaventura, calidad, puedes, edicio, cliente","tolima, cali, buenaventura",servicio_cliente,False,True,True,,019cf7ae6594,2025-10-15T22:36:57.083383
news_edicion_valle_74f70bf9,Edición 16,Valle,comunicacion,ediciones_valle,2 Feb 2014,"Edición 16. En esta edición puedes encontrar:Calima, un lugar con gran riqueza natural. Energía a partir del sol? Conoce este proyecto.Roldanillo, un destino de aventura.","Edición 16. En esta edición puedes encontrar:Calima, un lugar con gran riqueza natural. Energía a partir del sol? Conoce este proyecto.Roldanillo, un destino de aventura.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-16-epsa.pdf,173,25,5,0.5,1.0,0.532,0.794,"encontrar, cali, edición, calima, puedes, edicio",cali,,False,True,True,,5ab784985c29,2025-10-15T22:36:57.083987
news_edicion_valle_de939fe9,Edición 15,Valle,comunicacion,ediciones_valle,2 Nov 2013,"Edición 15. En esta edición puedes encontrar:Anchicayá, patrimonio natural de los colombianos.Muchas especies para conocer. Cómo actuar en caso de un Tsunami?.","Edición 15. En esta edición puedes encontrar:Anchicayá, patrimonio natural de los colombianos.Muchas especies para conocer. Cómo actuar en caso de un Tsunami?.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-15-epsa.pdf,163,22,4,0.5,1.0,0.535,0.605,"anchicaya, encontrar, edición, puedes, edicio",,,False,True,False,,b74e011bddfd,2025-10-15T22:36:57.084528
news_edicion_valle_b80ab45a,Edición 14,Valle,comunicacion,ediciones_valle,2 Sep 2013,"Edición 14. En esta edición puedes encontrar:Cali, una ciudad que se expresa a través de la danza.Comunicar nos une. Encuentro de periodistas.En San Marcos, cuentan con un lugar para compartir.","Edición 14. En esta edición puedes encontrar:Cali, una ciudad que se expresa a través de la danza.Comunicar nos une. Encuentro de periodistas.En San Marcos, cuentan con un lugar para compartir.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-14-epsa.pdf,196,30,5,0.5,1.0,0.541,0.806,"ciudad, encontrar, cali, edición, puedes, edicio",cali,,False,True,True,,67532c3834a2,2025-10-15T22:36:57.085148
news_edicion_valle_e53ac8bd,Edición 13,Valle,comunicacion,ediciones_valle,2 Jun 2013,"Edición 13. En esta edición puedes encontrar:Central de Prado, una cuarentona con mucha energía.Más inversión para la energía en Tuluá. Carros que se mueven con energía?.","Edición 13. En esta edición puedes encontrar:Central de Prado, una cuarentona con mucha energía.Más inversión para la energía en Tuluá. Carros que se mueven con energía?.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-13-epsa.pdf,178,26,4,0.5,1.0,0.551,0.799,"central, energi, encontrar, edición, puedes, edicio",,infraestructura,False,True,True,,0317f2a7227f,2025-10-15T22:36:57.085748
news_edicion_valle_a6f622c3,Edición 12 - Valle de Cauca,Valle,comunicacion,ediciones_valle,2 Ene 2013,Edición 12 - Valle de Cauca. En esta edición puedes encontrar:EPSA invertirá $101.000 millones en el sistema de distribuciónMejoramiento de la calidad del servicio y energización de la subestacio...,"Edición 12 - Valle de Cauca. En esta edición puedes encontrar:EPSA invertirá $101.000 millones en el sistema de distribuciónMejoramiento de la calidad del servicio y energización de la subestación Yatacué 34,5 Kv 13,2 kVRecuperación de la central hidroeléctrica Alto Tuluá",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-12-epsa.pdf,282,40,2,0.5,1.0,0.694,0.889,"central, invertira, encontrar, cali, servicio, valle, epsa, cauca, edición, puedes","cali, valle, cauca, epsa","servicio_cliente, infraestructura",False,True,True,,44b694875942,2025-10-15T22:36:57.086710
news_edicion_valle_70b6254b,Edición 11 - Valle del Cauca,Valle,comunicacion,ediciones_valle,2 Sep 2012,Edición 11 - Valle del Cauca. En esta edición te puedes encontrar:Seminario de actualización a técnicos electricistasEPSA logra calificación AAACelebración del Día del Agua en la vereda El Plac...,Edición 11 - Valle del Cauca. En esta edición te puedes encontrar:Seminario de actualización a técnicos electricistasEPSA logra calificación AAACelebración del Día del Agua en la vereda El Placer Dagua,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-11-epsa.pdf,208,30,1,0.5,1.0,0.545,0.837,"encontrar, cali, valle, epsa, seminario, cauca, edición, puedes, edicio","cali, valle, cauca, epsa",infraestructura,False,True,True,,fcce84397dc1,2025-10-15T22:36:57.087439
news_edicion_valle_10eb5765,Edición 10 - Valle del Cauca,Valle,comunicacion,ediciones_valle,2 Jun 2012,"Edición 10 - Valle del Cauca. En esta edición te puedes encontrar:Sede educativa Juan de Ladrilleros, un aporte de EPSA al futuro de Anchicayá Sabes qué es el comparendo ambiental?Fortalecimiento ...","Edición 10 - Valle del Cauca. En esta edición te puedes encontrar:Sede educativa Juan de Ladrilleros, un aporte de EPSA al futuro de Anchicayá Sabes qué es el comparendo ambiental?Fortalecimiento de la presencia de EPSA en el Norte del Valle del Cauca y en San José del Palmar (Chocó)",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-10-epsa.pdf,290,49,2,0.5,1.0,0.587,0.858,"encontrar, educativa, valle, epsa, cauca, edición, puedes, edicio","valle, cauca, epsa",,False,True,True,,274b12afe5dc,2025-10-15T22:36:57.088305
news_edicion_valle_154fe9a4,Edición 9 - Valle del Cauca,Valle,comunicacion,ediciones_valle,2 Abr 2012,Edición 9 - Valle del Cauca. En esta edición te puedes encontrar:Medios visitan central hidroelectrica Alto TuluáEPSA entregó dos obras en zona rural de BuenaventuraContribución al mejoramiento d...,Edición 9 - Valle del Cauca. En esta edición te puedes encontrar:Medios visitan central hidroelectrica Alto TuluáEPSA entregó dos obras en zona rural de BuenaventuraContribución al mejoramiento de vías en Salvajina,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-09-epsa.pdf,220,31,1,0.5,1.0,0.553,0.844,"central, medios, encontrar, valle, epsa, cauca, edición, buenaventura, electrica, puedes","valle, cauca, buenaventura, epsa",infraestructura,False,True,True,,84c3ce0ecca4,2025-10-15T22:36:57.089044
news_edicion_valle_336cb40c,Edición 8 - Valle del Cauca,Valle,comunicacion,ediciones_valle,2 Ene 2012,Edición 8 - Valle del Cauca. En esta edición te puedes encontrar:Alto Tuluá próxima a entrar en operaciónKits escolares para 17.300 niñosApoyamos la formulación de Plan de Vida del resguardo in...,Edición 8 - Valle del Cauca. En esta edición te puedes encontrar:Alto Tuluá próxima a entrar en operaciónKits escolares para 17.300 niñosApoyamos la formulación de Plan de Vida del resguardo indígena de Navera Drúa,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-08-epsa.pdf,223,34,2,0.5,1.0,0.587,0.824,"encontrar, valle, tulua, cauca, edición, puedes, edicio","valle, cauca",,False,True,True,,abc446d991eb,2025-10-15T22:36:57.089768
news_edicion_valle_8559e8da,Edición 7 - Valle del Cauca,Valle,comunicacion,ediciones_valle,7 Dic 2011,Edición 7 - Valle del Cauca. en esta edición te puedes encontrar:Relevo en gerencia General de EPSAPrimera Oficina incluyente14 conciertos para el Valle de Causa llenos de armonía.,Edición 7 - Valle del Cauca. en esta edición te puedes encontrar:Relevo en gerencia General de EPSAPrimera Oficina incluyente14 conciertos para el Valle de Causa llenos de armonía.,newsletter,noticias_celsia,https://www.celsia.com/es/noticias/edicion-7-valle-del-cauca/,183,28,2,0.5,1.0,0.527,0.798,"encontrar, valle, epsa, cauca, edición, puedes, edicio, relevo","valle, cauca, epsa",,False,True,True,,bfe55459ef37,2025-10-15T22:36:57.090402
news_edicion_valle_21b0eae3,Edición 6 - Valle del Cauca,Valle,comunicacion,ediciones_valle,2 Jun 2011,Edición 6 - Valle del Cauca. en esta edición te puedes encontrar:Colinversiones y EPSA dan un nuevo impulso a la Orquesta Filarmónica de Cali.EPSA lideró campaña de Salud Visual.Buenaventura cont...,Edición 6 - Valle del Cauca. en esta edición te puedes encontrar:Colinversiones y EPSA dan un nuevo impulso a la Orquesta Filarmónica de Cali.EPSA lideró campaña de Salud Visual.Buenaventura contará con una segunda línea.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-06-epsa.pdf,228,34,4,0.5,1.0,0.568,0.825,"colinversiones, encontrar, cali, valle, epsa, cauca, edición, buenaventura, puedes, edicio","cali, valle, cauca, buenaventura, epsa",,False,True,True,,80dd26e86e73,2025-10-15T22:36:57.091119
news_edicion_valle_5b4bce88,Edición 5 - Valle del Cauca,Valle,comunicacion,ediciones_valle,13 May 2011,"Edición 5 - Valle del Cauca. En esta edición puedes encontrar:Colinversiones y EPSA donaron $2.000 millones a Colombia Humanitaria.EPSA inicia construcción de la Central Hidroeléctrica de Cucuana,...","Edición 5 - Valle del Cauca. En esta edición puedes encontrar:Colinversiones y EPSA donaron $2.000 millones a Colombia Humanitaria.EPSA inicia construcción de la Central Hidroeléctrica de Cucuana, un proyecto social y ambientalmente sostenibleLideramos la reforestación de la cuenca Cabuyal San Miguel",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-04-epsa.pdf,306,41,3,0.5,1.0,0.637,0.893,"colinversiones, central, encontrar, valle, epsa, cauca, edición, puedes, edicio","valle, cauca, epsa","infraestructura, responsabilidad_social, energia_renovable",False,True,True,,ae8f0817a7ce,2025-10-15T22:36:57.091982
news_edicion_valle_b852da63,Edición 4 - Valle del Cauca,Valle,comunicacion,ediciones_valle,13 Dic 2010,"Edición 4 - Valle del Cauca. En esta edición puedes encontrar:Mejor servicio para JamundíPagar a la primera Sí pagaCentrales hidroeléctricas, apoyo que marca la diferencia en momentos de crisis i...","Edición 4 - Valle del Cauca. En esta edición puedes encontrar:Mejor servicio para JamundíPagar a la primera Sí pagaCentrales hidroeléctricas, apoyo que marca la diferencia en momentos de crisis invernales",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-04-epsa-1-1.pdf,209,30,1,0.5,1.0,0.565,0.84,"central, encontrar, servicio, valle, mejor, cauca, edición, puedes, edicio","valle, cauca","servicio_cliente, infraestructura",False,True,True,,a876c161ba99,2025-10-15T22:36:57.092596
news_edicion_valle_6f4bf02e,Edición 3 - Valle del Cauca,Valle,comunicacion,ediciones_valle,2 Ago 2010,"Edición 3 - Valle del Cauca. En esta edición puedes encontrar:CETSA: 90 años de luz para el desarrollo.48 niños pilos vivieron una semana inolvidable.Central Hidroeléctrica de Salvajina, 25 años...","Edición 3 - Valle del Cauca. En esta edición puedes encontrar:CETSA: 90 años de luz para el desarrollo.48 niños pilos vivieron una semana inolvidable.Central Hidroeléctrica de Salvajina, 25 años generando energía.",newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticas-de-la-luz-edicion-03-epsa-1.pdf,220,31,4,0.5,1.0,0.619,0.851,"central, encontrar, valle, cauca, edición, cetsa, puedes, edicio","valle, cauca, cetsa","infraestructura, responsabilidad_social",False,True,True,,957016d5164b,2025-10-15T22:36:57.093259
news_edicion_valle_7e1b848c,Edición 2 - Valle del Cauca,Valle,comunicacion,ediciones_valle,13 May 2010,Edición 2 - Valle del Cauca. En esta edición puedes encontrar:Rio Cali I Un Siglo de Historia.EPSA es certificado por el ICONTEC.La Miel II ya tiene licencia ambiental.,Edición 2 - Valle del Cauca. En esta edición puedes encontrar:Rio Cali I Un Siglo de Historia.EPSA es certificado por el ICONTEC.La Miel II ya tiene licencia ambiental.,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/05/noticias-de-la-luz-edicion-02-epsa.pdf,170,28,4,0.5,1.0,0.542,0.793,"siglo, encontrar, cali, valle, epsa, cauca, edición, puedes, edicio","cali, valle, cauca, epsa",,False,True,True,,ed36de1cd38c,2025-10-15T22:36:57.093678
news_edicion_valle_48cda636,Edición 1 - Valle del Cauca,Valle,comunicacion,ediciones_valle,13 Feb 2010,Edición 1 - Valle del Cauca. En esta edición puedes encontrar:Generación de energía limpia para el planeta: central hidroeléctrica Amaime.Vivero forestal en la vereda el placer. Cómo nace la ene...,Edición 1 - Valle del Cauca. En esta edición puedes encontrar:Generación de energía limpia para el planeta: central hidroeléctrica Amaime.Vivero forestal en la vereda el placer. Cómo nace la energía eléctrica?,newsletter,noticias_celsia,https://www.celsia.com/wp-content/uploads/2021/01/noticias-de-la-luz-edicion-01-epsa.pdf,217,31,4,0.5,1.0,0.548,0.842,"central, energi, ctrica, valle, cauca, edición, puedes, edicio","valle, cauca","infraestructura, energia_renovable",False,True,True,,ea7ab6943c5c,2025-10-15T22:36:57.094147
revista_784df93a,Edición 35. Marzo 2025,General,comunicacion,revista_articulos,,"2025: Edición 35. Marzo 2025. - Mar 2025 Celsia, gestor de activos para la transición energética.","2025: Edición 35. Marzo 2025. - Mar 2025 Celsia, gestor de activos para la transición energética.",magazine,revista_celsia,https://pubhtml5.com/ltll/xyif/,100,16,3,0.5,1.0,0.57,0.621,"marzo, edición, celsia, edicio, gestor, activos",celsia,,False,False,True,,7cbbd6810fc8,2025-10-15T22:36:57.094984
revista_7b10c334,Edición 36.  Junio 2025,General,comunicacion,revista_articulos,,2025: Edición 36. Junio 2025. - Jun 2025 En Celsia la innovación es un laboratorio vivo. Cada uno de nuestros proyectos o procesos tiene la oportunidad de transformar el futuro.,2025: Edición 36. Junio 2025. - Jun 2025 En Celsia la innovación es un laboratorio vivo. Cada uno de nuestros proyectos o procesos tiene la oportunidad de transformar el futuro.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/lwyy/,179,30,4,0.5,1.0,0.587,0.802,"innovacio, laboratorio, edición, celsia, edicio, junio",celsia,,False,True,True,,471650b01ae2,2025-10-15T22:36:57.095731
revista_d0168383,Edición 34. Septiembre 2024,General,comunicacion,revista_articulos,,2024: Edición 34. Septiembre 2024. - Sep 2024 Especial 30 años de las leyes que fortalecieron nuestro sistema eléctrico.,2024: Edición 34. Septiembre 2024. - Sep 2024 Especial 30 años de las leyes que fortalecieron nuestro sistema eléctrico.,magazine,revista_celsia,https://pubhtml5.com/ltll/mwna/,123,19,3,0.5,1.0,0.594,0.591,"septiembre, leyes, especial, edición, edicio",,,False,True,False,,4a972ae9bc48,2025-10-15T22:36:57.096335
revista_6e25bf4e,Edición 33. Marzo 2024,General,comunicacion,revista_articulos,,2024: Edición 33. Marzo 2024. - Mar 2024 Conceptos y herramientas para entender la inteligencia artificial e innovaciones de Celsia a partir de esta tecnología.,2024: Edición 33. Marzo 2024. - Mar 2024 Conceptos y herramientas para entender la inteligencia artificial e innovaciones de Celsia a partir de esta tecnología.,magazine,revista_celsia,https://pubhtml5.com/ltll/fdyk/,162,25,3,0.5,1.0,0.585,0.794,"conceptos, marzo, edición, celsia, herramientas, edicio",celsia,,False,True,True,,ffaf5c359238,2025-10-15T22:36:57.096957
revista_f784f7cc,Edición 32. Enero 2024,General,comunicacion,revista_articulos,,2024: Edición 32. Enero 2024. - Jan 2024 Conoce la infraestructura que le permite a Celsia llevar su buena energía hasta sus clientes.,2024: Edición 32. Enero 2024. - Jan 2024 Conoce la infraestructura que le permite a Celsia llevar su buena energía hasta sus clientes.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/ivnd/,136,23,3,0.5,1.0,0.582,0.805,"edición, celsia, conoce, edicio, infraestructura, enero, cliente",celsia,servicio_cliente,False,True,True,,18818f08178c,2025-10-15T22:36:57.100014
revista_afe522db,Edición 31. Agosto 2023,General,comunicacion,revista_articulos,,"2023: Edición 31. Agosto 2023. - Aug 2023 Cómo se conectan la generación, la transmisión y el consumo para lograr una transición energética amigable y sostenible.","2023: Edición 31. Agosto 2023. - Aug 2023 Cómo se conectan la generación, la transmisión y el consumo para lograr una transición energética amigable y sostenible.",magazine,revista_celsia,https://online.pubhtml5.com/ltll/wufl/#p=1,168,26,3,0.5,1.0,0.565,0.795,"generacio, edicio, edición, conectan, agosto",,energia_renovable,False,True,True,,f5a3fb5043a2,2025-10-15T22:36:57.100945
revista_247a87ce,Edición 30. Abril 2023,General,comunicacion,revista_articulos,,2023: Edición 30. Abril 2023. - Apr 2023 Guía para entender que el cuidado y la salud van más allá de la seguridad física.,2023: Edición 30. Abril 2023. - Apr 2023 Guía para entender que el cuidado y la salud van más allá de la seguridad física.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/akav/#p=1,127,24,3,0.5,1.0,0.547,0.588,"cuidado, abril, edición, entender, edicio",,,False,True,False,,303fefc566d6,2025-10-15T22:36:57.101677
revista_dd547757,Edición 29. Diciembre 2022,General,comunicacion,revista_articulos,,"2022: Edición 29. Diciembre 2022. - Dec 2022 Nos certificamos como una compañía carbononeutral! Logramos reducir y compensar nuestras emisiones de CO2,mediante proyectos de generación limpia y ref...","2022: Edición 29. Diciembre 2022. - Dec 2022 Nos certificamos como una compañía carbononeutral! Logramos reducir y compensar nuestras emisiones de CO2,mediante proyectos de generación limpia y reforestación.",magazine,revista_celsia,https://online.pubhtml5.com/ltll/elax/#p=1,212,28,4,0.5,1.0,0.646,0.826,"diciembre, compan, certificamos, edición, edicio",,"infraestructura, energia_renovable",False,True,True,,12349098a583,2025-10-15T22:36:57.102672
revista_bfc96919,Edición 28. Octubre 2022,General,comunicacion,revista_articulos,,2022: Edición 28. Octubre 2022. - Oct 2022 Simplicar para hacer la vida más fácil es una apuesta que estamos impulsando para sacar lo mejor de nuestra buena energía.,2022: Edición 28. Octubre 2022. - Oct 2022 Simplicar para hacer la vida más fácil es una apuesta que estamos impulsando para sacar lo mejor de nuestra buena energía.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/tysx/#p=1,169,29,3,0.5,1.0,0.56,0.611,"hacer, octubre, simplicar, edición, edicio",,,False,True,False,,0f66fc7bcd9f,2025-10-15T22:36:57.103510
revista_46411790,Edición 27. Agosto 2022,General,comunicacion,revista_articulos,,2022: Edición 27. Agosto 2022. - Aug 2022 Conoce el programa que une a emprendimientos de todos los tamaños y a la red que integra a las empresas con sus aliados y vecinos.,2022: Edición 27. Agosto 2022. - Aug 2022 Conoce el programa que une a emprendimientos de todos los tamaños y a la red que integra a las empresas con sus aliados y vecinos.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/ejpw/#p=1,174,33,3,0.5,1.0,0.529,0.795,"programa, edicio, edición, conoce, agosto",,infraestructura,False,True,True,,3d9a5aac4d89,2025-10-15T22:36:57.180116
revista_9cd7ad43,Edición 26. Abril 2022,General,comunicacion,revista_articulos,,"2022: Edición 26. Abril 2022. - Apr 2022 Historias de clientes y vecinos en las que vamos más allá. No nos limitamos a generar y distribuir energía, agregamos valor!","2022: Edición 26. Abril 2022. - Apr 2022 Historias de clientes y vecinos en las que vamos más allá. No nos limitamos a generar y distribuir energía, agregamos valor!",magazine,revista_celsia,https://online.pubhtml5.com/ltll/qzql/#p=1,169,29,4,0.5,1.0,0.597,0.799,"historias, clientes, abril, edición, edicio, cliente",,servicio_cliente,False,True,True,,b685c9cc17d8,2025-10-15T22:36:57.180833
revista_4917b530,Edición 25. Diciembre 2021,General,comunicacion,revista_articulos,,2021: Edición 25. Diciembre 2021. - Dec 2021 Respuestas alrededor de lo que nos hace diferentes y aprendizajes de nuestra transformación cultural.,2021: Edición 25. Diciembre 2021. - Dec 2021 Respuestas alrededor de lo que nos hace diferentes y aprendizajes de nuestra transformación cultural.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/ihyk/#p=1,148,22,3,0.5,1.0,0.566,0.786,"diciembre, edicio, edición, respuestas, alrededor",,infraestructura,False,True,True,,e6f40ea0d7de,2025-10-15T22:36:57.181390
revista_e091c033,Edición 24. Julio 2021,General,comunicacion,revista_articulos,,"2021: Edición 24. Julio 2021. - Jun 2021 Apoyados en nuestros pilares de cultura, hacemos que nuestros clientes se sientan acogidos y valorados. La meta: convertirlos en fanáticos con cada experienc...","2021: Edición 24. Julio 2021. - Jun 2021 Apoyados en nuestros pilares de cultura, hacemos que nuestros clientes se sientan acogidos y valorados. La meta: convertirlos en fanáticos con cada experiencia.",magazine,revista_celsia,https://online.pubhtml5.com/ltll/tlhk/#p=1,203,31,4,0.5,1.0,0.593,0.816,"apoyados, julio, edición, edicio, nuestros, cliente",,servicio_cliente,False,True,True,,e1c2a7e88f2a,2025-10-15T22:36:57.182035
revista_5da6ecc3,Edición 23. Abril / mayo 2021,General,comunicacion,revista_articulos,,2021: Edición 23. Abril mayo 2021. - Apr 2021 Creamos valor social con inversiones para mejorar el servicio y aprovechamos la energía térmica para respaldar nuestra matriz energética.,2021: Edición 23. Abril mayo 2021. - Apr 2021 Creamos valor social con inversiones para mejorar el servicio y aprovechamos la energía térmica para respaldar nuestra matriz energética.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/ueje/#p=1,187,28,3,0.5,1.0,0.573,0.806,"creamos, servicio, valor, abril, edición, edicio",,"servicio_cliente, responsabilidad_social",False,True,True,,df35733fb7e5,2025-10-15T22:36:57.182669
revista_8b732d1c,Edición 22. Enero 2021,General,comunicacion,revista_articulos,,"2021: Edición 22. Enero 2021. - Jan 2021 Apoyamos a los proveedores, nos adaptamos a la realidad de los grandes clientes y aportamos a la reactivación económica en medio de la pandemia.","2021: Edición 22. Enero 2021. - Jan 2021 Apoyamos a los proveedores, nos adaptamos a la realidad de los grandes clientes y aportamos a la reactivación económica en medio de la pandemia.",magazine,revista_celsia,https://online.pubhtml5.com/ltll/ybdt/#p=1,188,32,3,0.5,1.0,0.529,0.802,"apoyamos, proveedores, edición, edicio, enero, cliente",,servicio_cliente,False,True,True,,0110dee8ac4e,2025-10-15T22:36:57.183309
revista_85bff96b,Edición 21. Noviembre 2020,General,comunicacion,revista_articulos,,"2020: Edición 21. Noviembre 2020. - Nov 2020 Principios de actuación que nos impulsan a superar los desafíos de la pandemia, en un trabajo conjunto con las empresas y los proveedores.","2020: Edición 21. Noviembre 2020. - Nov 2020 Principios de actuación que nos impulsan a superar los desafíos de la pandemia, en un trabajo conjunto con las empresas y los proveedores.",magazine,revista_celsia,https://online.pubhtml5.com/ltll/liqj/#p=1,186,31,3,0.5,1.0,0.567,0.62,"noviembre, edicio, principios, edición, actuacio",,,False,True,False,,a55d55d6a1f2,2025-10-15T22:36:57.184740
revista_1743183d,Edición 20. Junio – Julio 2020,General,comunicacion,revista_articulos,,2020: Edición 20. Junio Julio 2020. - Jun 2020 Los héroes de Celsia durante la pandemia y por qué el gas natural es un respaldo para la matriz energética.,2020: Edición 20. Junio Julio 2020. - Jun 2020 Los héroes de Celsia durante la pandemia y por qué el gas natural es un respaldo para la matriz energética.,magazine,revista_celsia,https://online.pubhtml5.com/ltll/whoh/#p=1,158,29,3,0.5,1.0,0.584,0.791,"julio, edición, celsia, edicio, junio, durante",celsia,,False,True,True,,88b742d49a4d,2025-10-15T22:36:57.185415
